

-------------------------------------------------------------------------------
-------------------------------------------------------------------------------
Testing Method  : adventurer()
  TEST FAIL    : Adventurer add correct number of cards to hand failed : ev = 2 , actual = 4
        -:  642:    case sea_hag:
    #####:  643:      return 4;
        -:  644:    case treasure_map:
    #####:  645:      return 4;
        -:  646:    }
        -:  647:	
    #####:  648:  return -1;
        -:  649:}
        -:  650:
    #####:  651:int cardEffect(int card, int choice1, int choice2, int choice3, struct gameState *state, int handPos, int *bonus)
        -:  652:{
        -:  653:  int i;
        -:  654:  int j;
        -:  655:  int k;
        -:  656:  int x;
        -:  657:  int index;
    #####:  658:  int currentPlayer = whoseTurn(state);
    #####:  659:  int nextPlayer = currentPlayer + 1;
        -:  660:
    #####:  661:  int tributeRevealedCards[2] = {-1, -1};
        -:  662:  int temphand[MAX_HAND];// moved above the if statement
    #####:  663:  int drawntreasure=0;
        -:  664:  int cardDrawn;
    #####:  665:  int z = 0;// this is the counter for the temp hand
    #####:  666:  if (nextPlayer > (state->numPlayers - 1)){
    #####:  667:    nextPlayer = 0;
        -:  668:  }
        -:  669:  
        -:  670:	
        -:  671:  //uses switch to select card and perform actions
    #####:  672:  switch( card ) 
        -:  673:    {
        -:  674:    case adventurer:
    #####:  675:		adventurerEffectCard(z, cardDrawn, drawntreasure, currentPlayer, handPos, temphand, state);
    #####:  676:		return 0;
        -:  677:			
        -:  678:    case council_room:
        -:  679:      //+4 Cards
    #####:  680:      for (i = 0; i < 4; i++)
        -:  681:	{
    #####:  682:	  drawCard(currentPlayer, state);
        -:  683:	}
        -:  684:			
        -:  685:      //+1 Buy
    #####:  686:      state->numBuys++;
        -:  687:			
        -:  688:      //Each other player draws a card
    #####:  689:      for (i = 0; i < state->numPlayers; i++)
        -:  690:	{
    #####:  691:	  if ( i != currentPlayer )
        -:  692:	    {
    #####:  693:	      drawCard(i, state);
        -:  694:	    }
        -:  695:	}
        -:  696:			
        -:  697:      //put played card in played card pile
    #####:  698:      discardCard(handPos, currentPlayer, state, 0);
        -:  699:			
    #####:  700:      return 0;
        -:  701:			
        -:  702:    case feast:
        -:  703:      //gain card with cost up to 5
        -:  704:      //Backup hand
    #####:  705:      for (i = 0; i <= state->handCount[currentPlayer]; i++){
    #####:  706:	temphand[i] = state->hand[currentPlayer][i];//Backup card
    #####:  707:	state->hand[currentPlayer][i] = -1;//Set to nothing
        -:  708:      }
        -:  709:      //Backup hand
        -:  710:
        -:  711:      //Update Coins for Buy
    #####:  712:      updateCoins(currentPlayer, state, 5);
    #####:  713:      x = 1;//Condition to loop on
    #####:  714:      while( x == 1) {//Buy one card
    #####:  715:	if (supplyCount(choice1, state) <= 0){
        -:  716:	  if (DEBUG)
        -:  717:	    printf("None of that card left, sorry!\n");
        -:  718:
        -:  719:	  if (DEBUG){
        -:  720:	    printf("Cards Left: %d\n", supplyCount(choice1, state));
        -:  721:	  }
        -:  722:	}
    #####:  723:	else if (state->coins < getCost(choice1)){
    #####:  724:	  printf("That card is too expensive!\n");
        -:  725:
        -:  726:	  if (DEBUG){
        -:  727:	    printf("Coins: %d < %d\n", state->coins, getCost(choice1));
        -:  728:	  }
        -:  729:	}
        -:  730:	else{
        -:  731:
        -:  732:	  if (DEBUG){
        -:  733:	    printf("Deck Count: %d\n", state->handCount[currentPlayer] + state->deckCount[currentPlayer] + state->discardCount[currentPlayer]);
        -:  734:	  }
        -:  735:
    #####:  736:	  gainCard(choice1, state, 0, currentPlayer);//Gain the card
    #####:  737:	  x = 0;//No more buying cards
        -:  738:
        -:  739:	  if (DEBUG){
        -:  740:	    printf("Deck Count: %d\n", state->handCount[currentPlayer] + state->deckCount[currentPlayer] + state->discardCount[currentPlayer]);
        -:  741:	  }
        -:  742:
        -:  743:	}
        -:  744:      }     
        -:  745:
        -:  746:      //Reset Hand
    #####:  747:      for (i = 0; i <= state->handCount[currentPlayer]; i++){
    #####:  748:	state->hand[currentPlayer][i] = temphand[i];
    #####:  749:	temphand[i] = -1;
        -:  750:      }
        -:  751:      //Reset Hand
        -:  752:      			
    #####:  753:      return 0;
        -:  754:			
        -:  755:    case gardens:
    #####:  756:      return -1;
        -:  757:			
        -:  758:    case mine:
    #####:  759:      j = state->hand[currentPlayer][choice1];  //store card we will trash
        -:  760:
    #####:  761:      if (state->hand[currentPlayer][choice1] < copper || state->hand[currentPlayer][choice1] > gold)
        -:  762:	{
    #####:  763:	  return -1;
        -:  764:	}
        -:  765:		
    #####:  766:      if (choice2 > treasure_map || choice2 < curse)
        -:  767:	{
    #####:  768:	  return -1;
        -:  769:	}
        -:  770:
    #####:  771:      if ( (getCost(state->hand[currentPlayer][choice1]) + 3) > getCost(choice2) )
        -:  772:	{
    #####:  773:	  return -1;
        -:  774:	}
        -:  775:
    #####:  776:      gainCard(choice2, state, 2, currentPlayer);
        -:  777:
        -:  778:      //discard card from hand
    #####:  779:      discardCard(handPos, currentPlayer, state, 0);
        -:  780:
        -:  781:      //discard trashed card
    #####:  782:      for (i = 0; i < state->handCount[currentPlayer]; i++)
        -:  783:	{
    #####:  784:	  if (state->hand[currentPlayer][i] == j)
        -:  785:	    {
    #####:  786:	      discardCard(i, currentPlayer, state, 0);			
    #####:  787:	      break;
        -:  788:	    }
        -:  789:	}
        -:  790:			
    #####:  791:      return 0;
        -:  792:			
        -:  793:    case remodel:
    #####:  794:      j = state->hand[currentPlayer][choice1];  //store card we will trash
        -:  795:
    #####:  796:      if ( (getCost(state->hand[currentPlayer][choice1]) + 2) > getCost(choice2) )
        -:  797:	{
    #####:  798:	  return -1;
        -:  799:	}
        -:  800:
    #####:  801:      gainCard(choice2, state, 0, currentPlayer);
        -:  802:
        -:  803:      //discard card from hand
    #####:  804:      discardCard(handPos, currentPlayer, state, 0);
        -:  805:
        -:  806:      //discard trashed card
    #####:  807:      for (i = 0; i < state->handCount[currentPlayer]; i++)
        -:  808:	{
    #####:  809:	  if (state->hand[currentPlayer][i] == j)
        -:  810:	    {
    #####:  811:	      discardCard(i, currentPlayer, state, 0);			
    #####:  812:	      break;
        -:  813:	    }
        -:  814:	}
        -:  815:
        -:  816:
    #####:  817:      return 0;
        -:  818:		
        -:  819:    case smithy:
        -:  820:      //+3 Cards
    #####:  821:	  smithyEffectCard(handPos, currentPlayer, state);
    #####:  822:	  return 0;
        -:  823:
        -:  824:		
        -:  825:    case village:
    #####:  826:	  villageEffectCard(card, choice1, choice2, choice3, state, handPos, currentPlayer, bonus);
    #####:  827:      return 0;
        -:  828:		
        -:  829:    case baron:
    #####:  830:      state->numBuys++;//Increase buys by 1!
    #####:  831:      if (choice1 > 0){//Boolean true or going to discard an estate
    #####:  832:	int p = 0;//Iterator for hand!
    #####:  833:	int card_not_discarded = 1;//Flag for discard set!
    #####:  834:	while(card_not_discarded){
    #####:  835:	  if (state->hand[currentPlayer][p] == estate){//Found an estate card!
    #####:  836:	    state->coins += 4;//Add 4 coins to the amount of coins
    #####:  837:	    state->discard[currentPlayer][state->discardCount[currentPlayer]] = state->hand[currentPlayer][p];
    #####:  838:	    state->discardCount[currentPlayer]++;
    #####:  839:	    for (;p < state->handCount[currentPlayer]; p++){
    #####:  840:	      state->hand[currentPlayer][p] = state->hand[currentPlayer][p+1];
        -:  841:	    }
    #####:  842:	    state->hand[currentPlayer][state->handCount[currentPlayer]] = -1;
    #####:  843:	    state->handCount[currentPlayer]--;
    #####:  844:	    card_not_discarded = 0;//Exit the loop
        -:  845:	  }
    #####:  846:	  else if (p > state->handCount[currentPlayer]){
        -:  847:	    if(DEBUG) {
        -:  848:	      printf("No estate cards in your hand, invalid choice\n");
        -:  849:	      printf("Must gain an estate if there are any\n");
        -:  850:	    }
    #####:  851:	    if (supplyCount(estate, state) > 0){
    #####:  852:	      gainCard(estate, state, 0, currentPlayer);
    #####:  853:	      state->supplyCount[estate]--;//Decrement estates
    #####:  854:	      if (supplyCount(estate, state) == 0){
    #####:  855:		isGameOver(state);
        -:  856:	      }
        -:  857:	    }
    #####:  858:	    card_not_discarded = 0;//Exit the loop
        -:  859:	  }
        -:  860:			    
        -:  861:	  else{
    #####:  862:	    p++;//Next card
        -:  863:	  }
        -:  864:	}
        -:  865:      }
        -:  866:			    
        -:  867:      else{
    #####:  868:	if (supplyCount(estate, state) > 0){
    #####:  869:	  gainCard(estate, state, 0, currentPlayer);//Gain an estate
    #####:  870:	  state->supplyCount[estate]--;//Decrement Estates
    #####:  871:	  if (supplyCount(estate, state) == 0){
    #####:  872:	    isGameOver(state);
        -:  873:	  }
        -:  874:	}
        -:  875:      }
        -:  876:	    
        -:  877:      
    #####:  878:      return 0;
        -:  879:		
        -:  880:    case great_hall:
    #####:  881:	  greathallEffectCard(card, choice1, choice2, choice3, state, handPos, currentPlayer, bonus);
    #####:  882:      return 0;
        -:  883:		
        -:  884:    case minion:
        -:  885:      //+1 action
    #####:  886:      state->numActions++;
        -:  887:			
        -:  888:      //discard card from hand
    #####:  889:      discardCard(handPos, currentPlayer, state, 0);
        -:  890:			
    #####:  891:      if (choice1)		//+2 coins
        -:  892:	{
    #####:  893:	  state->coins = state->coins + 2;
        -:  894:	}
        -:  895:			
    #####:  896:      else if (choice2)		//discard hand, redraw 4, other players with 5+ cards discard hand and draw 4
        -:  897:	{
        -:  898:	  //discard hand
    #####:  899:	  while(numHandCards(state) > 0)
        -:  900:	    {
    #####:  901:	      discardCard(handPos, currentPlayer, state, 0);
        -:  902:	    }
        -:  903:				
        -:  904:	  //draw 4
    #####:  905:	  for (i = 0; i < 4; i++)
        -:  906:	    {
    #####:  907:	      drawCard(currentPlayer, state);
        -:  908:	    }
        -:  909:				
        -:  910:	  //other players discard hand and redraw if hand size > 4
    #####:  911:	  for (i = 0; i < state->numPlayers; i++)
        -:  912:	    {
    #####:  913:	      if (i != currentPlayer)
        -:  914:		{
    #####:  915:		  if ( state->handCount[i] > 4 )
        -:  916:		    {
        -:  917:		      //discard hand
    #####:  918:		      while( state->handCount[i] > 0 )
        -:  919:			{
    #####:  920:			  discardCard(handPos, i, state, 0);
        -:  921:			}
        -:  922:							
        -:  923:		      //draw 4
    #####:  924:		      for (j = 0; j < 4; j++)
        -:  925:			{
    #####:  926:			  drawCard(i, state);
        -:  927:			}
        -:  928:		    }
        -:  929:		}
        -:  930:	    }
        -:  931:				
        -:  932:	}
    #####:  933:      return 0;
        -:  934:		
        -:  935:    case steward:
    #####:  936:      if (choice1 == 1)
        -:  937:	{
        -:  938:	  //+2 cards
    #####:  939:	  drawCard(currentPlayer, state);
    #####:  940:	  drawCard(currentPlayer, state);
        -:  941:	}
    #####:  942:      else if (choice1 == 2)
        -:  943:	{
        -:  944:	  //+2 coins
    #####:  945:	  state->coins = state->coins + 2;
        -:  946:	}
        -:  947:      else
        -:  948:	{
        -:  949:	  //trash 2 cards in hand
    #####:  950:	  discardCard(choice2, currentPlayer, state, 1);
    #####:  951:	  discardCard(choice3, currentPlayer, state, 1);
        -:  952:	}
        -:  953:			
        -:  954:      //discard card from hand
    #####:  955:      discardCard(handPos, currentPlayer, state, 0);
    #####:  956:      return 0;
        -:  957:		
        -:  958:    case tribute:
    #####:  959:      if ((state->discardCount[nextPlayer] + state->deckCount[nextPlayer]) <= 1){
    #####:  960:	if (state->deckCount[nextPlayer] > 0){
    #####:  961:	  tributeRevealedCards[0] = state->deck[nextPlayer][state->deckCount[nextPlayer]-1];
    #####:  962:	  state->deckCount[nextPlayer]--;
        -:  963:	}
    #####:  964:	else if (state->discardCount[nextPlayer] > 0){
    #####:  965:	  tributeRevealedCards[0] = state->discard[nextPlayer][state->discardCount[nextPlayer]-1];
    #####:  966:	  state->discardCount[nextPlayer]--;
        -:  967:	}
        -:  968:	else{
        -:  969:	  //No Card to Reveal
        -:  970:	  if (DEBUG){
        -:  971:	    printf("No cards to reveal\n");
        -:  972:	  }
        -:  973:	}
        -:  974:      }
        -:  975:	    
        -:  976:      else{
    #####:  977:	if (state->deckCount[nextPlayer] == 0){
    #####:  978:	  for (i = 0; i < state->discardCount[nextPlayer]; i++){
    #####:  979:	    state->deck[nextPlayer][i] = state->discard[nextPlayer][i];//Move to deck
    #####:  980:	    state->deckCount[nextPlayer]++;
    #####:  981:	    state->discard[nextPlayer][i] = -1;
    #####:  982:	    state->discardCount[nextPlayer]--;
        -:  983:	  }
        -:  984:			    
    #####:  985:	  shuffle(nextPlayer,state);//Shuffle the deck
        -:  986:	} 
    #####:  987:	tributeRevealedCards[0] = state->deck[nextPlayer][state->deckCount[nextPlayer]-1];
    #####:  988:	state->deck[nextPlayer][state->deckCount[nextPlayer]--] = -1;
    #####:  989:	state->deckCount[nextPlayer]--;
    #####:  990:	tributeRevealedCards[1] = state->deck[nextPlayer][state->deckCount[nextPlayer]-1];
    #####:  991:	state->deck[nextPlayer][state->deckCount[nextPlayer]--] = -1;
    #####:  992:	state->deckCount[nextPlayer]--;
        -:  993:      }    
        -:  994:		       
    #####:  995:      if (tributeRevealedCards[0] == tributeRevealedCards[1]){//If we have a duplicate card, just drop one 
    #####:  996:	state->playedCards[state->playedCardCount] = tributeRevealedCards[1];
    #####:  997:	state->playedCardCount++;
    #####:  998:	tributeRevealedCards[1] = -1;
        -:  999:      }
        -: 1000:
    #####: 1001:      for (i = 0; i <= 2; i ++){
    #####: 1002:	if (tributeRevealedCards[i] == copper || tributeRevealedCards[i] == silver || tributeRevealedCards[i] == gold){//Treasure cards
    #####: 1003:	  state->coins += 2;
        -: 1004:	}
        -: 1005:		    
    #####: 1006:	else if (tributeRevealedCards[i] == estate || tributeRevealedCards[i] == duchy || tributeRevealedCards[i] == province || tributeRevealedCards[i] == gardens || tributeRevealedCards[i] == great_hall){//Victory Card Found
    #####: 1007:	  drawCard(currentPlayer, state);
    #####: 1008:	  drawCard(currentPlayer, state);
        -: 1009:	}
        -: 1010:	else{//Action Card
    #####: 1011:	  state->numActions = state->numActions + 2;
        -: 1012:	}
        -: 1013:      }
        -: 1014:	    
    #####: 1015:      return 0;
        -: 1016:		
        -: 1017:    case ambassador:
    #####: 1018:      j = 0;		//used to check if player has enough cards to discard
        -: 1019:
    #####: 1020:      if (choice2 > 2 || choice2 < 0)
        -: 1021:	{
    #####: 1022:	  return -1;				
        -: 1023:	}
        -: 1024:
    #####: 1025:      if (choice1 == handPos)
        -: 1026:	{
    #####: 1027:	  return -1;
        -: 1028:	}
        -: 1029:
    #####: 1030:      for (i = 0; i < state->handCount[currentPlayer]; i++)
        -: 1031:	{
    #####: 1032:	  if (i != handPos && i == state->hand[currentPlayer][choice1] && i != choice1)
        -: 1033:	    {
    #####: 1034:	      j++;
        -: 1035:	    }
        -: 1036:	}
    #####: 1037:      if (j < choice2)
        -: 1038:	{
    #####: 1039:	  return -1;				
        -: 1040:	}
        -: 1041:
        -: 1042:      if (DEBUG) 
        -: 1043:	printf("Player %d reveals card number: %d\n", currentPlayer, state->hand[currentPlayer][choice1]);
        -: 1044:
        -: 1045:      //increase supply count for choosen card by amount being discarded
    #####: 1046:      state->supplyCount[state->hand[currentPlayer][choice1]] += choice2;
        -: 1047:			
        -: 1048:      //each other player gains a copy of revealed card
    #####: 1049:      for (i = 0; i < state->numPlayers; i++)
        -: 1050:	{
    #####: 1051:	  if (i != currentPlayer)
        -: 1052:	    {
    #####: 1053:	      gainCard(state->hand[currentPlayer][choice1], state, 0, i);
        -: 1054:	    }
        -: 1055:	}
        -: 1056:
        -: 1057:      //discard played card from hand
    #####: 1058:      discardCard(handPos, currentPlayer, state, 0);			
        -: 1059:
        -: 1060:      //trash copies of cards returned to supply
    #####: 1061:      for (j = 0; j < choice2; j++)
        -: 1062:	{
    #####: 1063:	  for (i = 0; i < state->handCount[currentPlayer]; i++)
        -: 1064:	    {
    #####: 1065:	      if (state->hand[currentPlayer][i] == state->hand[currentPlayer][choice1])
        -: 1066:		{
    #####: 1067:		  discardCard(i, currentPlayer, state, 1);
    #####: 1068:		  break;
        -: 1069:		}
        -: 1070:	    }
        -: 1071:	}			
        -: 1072:
    #####: 1073:      return 0;
        -: 1074:		
        -: 1075:    case cutpurse:
        -: 1076:
    #####: 1077:      updateCoins(currentPlayer, state, 2);
    #####: 1078:      for (i = 0; i < state->numPlayers; i++)
        -: 1079:	{
    #####: 1080:	  if (i != currentPlayer)
        -: 1081:	    {
    #####: 1082:	      for (j = 0; j < state->handCount[i]; j++)
        -: 1083:		{
    #####: 1084:		  if (state->hand[i][j] == copper)
        -: 1085:		    {
    #####: 1086:		      discardCard(j, i, state, 0);
    #####: 1087:		      break;
        -: 1088:		    }
    #####: 1089:		  if (j == state->handCount[i])
        -: 1090:		    {
    #####: 1091:		      for (k = 0; k < state->handCount[i]; k++)
        -: 1092:			{
        -: 1093:			  if (DEBUG)
        -: 1094:			    printf("Player %d reveals card number %d\n", i, state->hand[i][k]);
        -: 1095:			}	
    #####: 1096:		      break;
        -: 1097:		    }		
        -: 1098:		}
        -: 1099:					
        -: 1100:	    }
        -: 1101:				
        -: 1102:	}				
        -: 1103:
        -: 1104:      //discard played card from hand
    #####: 1105:      discardCard(handPos, currentPlayer, state, 0);			
        -: 1106:
    #####: 1107:      return 0;
        -: 1108:
        -: 1109:		
        -: 1110:    case embargo: 
        -: 1111:      //+2 Coins
    #####: 1112:      state->coins = state->coins + 2;
        -: 1113:			
        -: 1114:      //see if selected pile is in play
    #####: 1115:      if ( state->supplyCount[choice1] == -1 )
        -: 1116:	{
    #####: 1117:	  return -1;
        -: 1118:	}
        -: 1119:			
        -: 1120:      //add embargo token to selected supply pile
    #####: 1121:      state->embargoTokens[choice1]++;
        -: 1122:			
        -: 1123:      //trash card
    #####: 1124:      discardCard(handPos, currentPlayer, state, 1);		
    #####: 1125:      return 0;
        -: 1126:		
        -: 1127:    case outpost:
        -: 1128:      //set outpost flag
    #####: 1129:      state->outpostPlayed++;
        -: 1130:			
        -: 1131:      //discard card
    #####: 1132:      discardCard(handPos, currentPlayer, state, 0);
    #####: 1133:      return 0;
        -: 1134:		
        -: 1135:    case salvager:
    #####: 1136:      salvagerEffectCard(card,choice1,choice2, choice3, state, handPos,currentPlayer,bonus);
    #####: 1137:	  return 0;
        -: 1138:		
        -: 1139:    case sea_hag:
    #####: 1140:      for (i = 0; i < state->numPlayers; i++){
    #####: 1141:	if (i != currentPlayer){
    #####: 1142:	  state->discard[i][state->discardCount[i]] = state->deck[i][state->deckCount[i]--];			    state->deckCount[i]--;
    #####: 1143:	  state->discardCount[i]++;
    #####: 1144:	  state->deck[i][state->deckCount[i]--] = curse;//Top card now a curse
        -: 1145:	}
        -: 1146:      }
    #####: 1147:      return 0;
        -: 1148:		
        -: 1149:    case treasure_map:
        -: 1150:      //search hand for another treasure_map
    #####: 1151:      index = -1;
    #####: 1152:      for (i = 0; i < state->handCount[currentPlayer]; i++)
        -: 1153:	{
    #####: 1154:	  if (state->hand[currentPlayer][i] == treasure_map && i != handPos)
        -: 1155:	    {
    #####: 1156:	      index = i;
    #####: 1157:	      break;
        -: 1158:	    }
        -: 1159:	}
    #####: 1160:      if (index > -1)
        -: 1161:	{
        -: 1162:	  //trash both treasure cards
    #####: 1163:	  discardCard(handPos, currentPlayer, state, 1);
    #####: 1164:	  discardCard(index, currentPlayer, state, 1);
        -: 1165:
        -: 1166:	  //gain 4 Gold cards
    #####: 1167:	  for (i = 0; i < 4; i++)
        -: 1168:	    {
    #####: 1169:	      gainCard(gold, state, 1, currentPlayer);
        -: 1170:	    }
        -: 1171:				
        -: 1172:	  //return success
    #####: 1173:	  return 1;
        -: 1174:	}
        -: 1175:			
        -: 1176:      //no second treasure_map found in hand
    #####: 1177:      return -1;
        -: 1178:    }
        -: 1179:	
    #####: 1180:  return -1;
        -: 1181:}
        -: 1182:
    #####: 1183:int discardCard(int handPos, int currentPlayer, struct gameState *state, int trashFlag)
        -: 1184:{
        -: 1185:	
        -: 1186:  //if card is not trashed, added to Played pile 
    #####: 1187:  if (trashFlag < 1)
        -: 1188:    {
        -: 1189:      //add card to played pile
    #####: 1190:      state->playedCards[state->playedCardCount] = state->hand[currentPlayer][handPos]; 
    #####: 1191:      state->playedCardCount++;
        -: 1192:    }
        -: 1193:	
        -: 1194:  //set played card to -1
    #####: 1195:  state->hand[currentPlayer][handPos] = -1;
        -: 1196:	
        -: 1197:  //remove card from player's hand
    #####: 1198:  if ( handPos == (state->handCount[currentPlayer] - 1) ) 	//last card in hand array is played
        -: 1199:    {
        -: 1200:      //reduce number of cards in hand
    #####: 1201:      state->handCount[currentPlayer]--;
        -: 1202:    }
    #####: 1203:  else if ( state->handCount[currentPlayer] == 1 ) //only one card in hand
        -: 1204:    {
        -: 1205:      //reduce number of cards in hand
    #####: 1206:      state->handCount[currentPlayer]--;
        -: 1207:    }
        -: 1208:  else 	
        -: 1209:    {
        -: 1210:      //replace discarded card with last card in hand
    #####: 1211:      state->hand[currentPlayer][handPos] = state->hand[currentPlayer][ (state->handCount[currentPlayer] - 1)];
        -: 1212:      //set last card to -1
    #####: 1213:      state->hand[currentPlayer][state->handCount[currentPlayer] - 1] = -1;
        -: 1214:      //reduce number of cards in hand
    #####: 1215:      state->handCount[currentPlayer]--;
        -: 1216:    }
        -: 1217:	
    #####: 1218:  return 0;
        -: 1219:}
        -: 1220:
    #####: 1221:int gainCard(int supplyPos, struct gameState *state, int toFlag, int player)
        -: 1222:{
        -: 1223:  //Note: supplyPos is enum of choosen card
        -: 1224:	
        -: 1225:  //check if supply pile is empty (0) or card is not used in game (-1)
    #####: 1226:  if ( supplyCount(supplyPos, state) < 1 )
        -: 1227:    {
    #####: 1228:      return -1;
        -: 1229:    }
        -: 1230:	
        -: 1231:  //added card for [whoseTurn] current player:
        -: 1232:  // toFlag = 0 : add to discard
        -: 1233:  // toFlag = 1 : add to deck
        -: 1234:  // toFlag = 2 : add to hand
        -: 1235:
    #####: 1236:  if (toFlag == 1)
        -: 1237:    {
    #####: 1238:      state->deck[ player ][ state->deckCount[player] ] = supplyPos;
    #####: 1239:      state->deckCount[player]++;
        -: 1240:    }
    #####: 1241:  else if (toFlag == 2)
        -: 1242:    {
    #####: 1243:      state->hand[ player ][ state->handCount[player] ] = supplyPos;
    #####: 1244:      state->handCount[player]++;
        -: 1245:    }
        -: 1246:  else
        -: 1247:    {
    #####: 1248:      state->discard[player][ state->discardCount[player] ] = supplyPos;
    #####: 1249:      state->discardCount[player]++;
        -: 1250:    }
        -: 1251:	
        -: 1252:  //decrease number in supply pile
    #####: 1253:  state->supplyCount[supplyPos]--;
        -: 1254:	 
    #####: 1255:  return 0;
        -: 1256:}
        -: 1257:
     1501: 1258:int updateCoins(int player, struct gameState *state, int bonus)
        -: 1259:{
        -: 1260:  int i;
        -: 1261:	
        -: 1262:  //reset coin count
     1501: 1263:  state->coins = 0;
        -: 1264:
        -: 1265:  //add coins for each Treasure card in player's hand
     9006: 1266:  for (i = 0; i < state->handCount[player]; i++)
        -: 1267:    {
     7505: 1268:      if (state->hand[player][i] == copper)
        -: 1269:	{
     5342: 1270:	  state->coins += 1;
        -: 1271:	}
     2163: 1272:      else if (state->hand[player][i] == silver)
        -: 1273:	{
    #####: 1274:	  state->coins += 2;
        -: 1275:	}
     2163: 1276:      else if (state->hand[player][i] == gold)
        -: 1277:	{
    #####: 1278:	  state->coins += 3;
        -: 1279:	}	
        -: 1280:    }	
        -: 1281:
        -: 1282:  //add bonus
     1501: 1283:  state->coins += bonus;
        -: 1284:
     1501: 1285:  return 0;
        -: 1286:}
        -: 1287:
     1500: 1288:void adventurerEffectCard(int z, int cardDrawn, int drawntreasure, int currentPlayer, int handpos, int temphand[], struct gameState *state){
    10490: 1289:	while(drawntreasure<=2){
     7490: 1290:		if (state->deckCount[currentPlayer] <1){//if the deck is empty we need to shuffle discard and add to deck
      598: 1291:		  shuffle(currentPlayer, state);
        -: 1292:		}
     7490: 1293:		drawCard(currentPlayer, state);
     7490: 1294:		cardDrawn = state->hand[currentPlayer][state->handCount[currentPlayer]-1];//top card of hand is most recently drawn card.
     7490: 1295:		if (cardDrawn == copper || cardDrawn == silver || cardDrawn == gold)
     4500: 1296:		  drawntreasure++;
        -: 1297:		else{
     2990: 1298:		  temphand[z]=cardDrawn;
     2990: 1299:		  state->handCount[currentPlayer]--; //this should just remove the top card (the most recently drawn one).
     2990: 1300:		  z++;
        -: 1301:		}
        -: 1302:	}
     5990: 1303:		  while(z-1>=0){
     2990: 1304:			state->discard[currentPlayer][state->discardCount[currentPlayer]++]=temphand[z-1]; // discard all cards in play that have been drawn
     2990: 1305:			z=z-1;
        -: 1306:		  }
     1500: 1307:		return;
        -: 1308:}
        -: 1309:
    #####: 1310:void smithyEffectCard(int handPos, int currentPlayer, struct gameState *state){	  
    #####: 1311:   int i = 0;   
    #####: 1312:   for (i = 0; i <= 3; i++)
        -: 1313:		{
    #####: 1314:			drawCard(currentPlayer, state);
        -: 1315:		}
        -: 1316:			
        -: 1317:      //discard card from hand
    #####: 1318:      discardCard(handPos, currentPlayer, state, 0);
    #####: 1319:      return;
        -: 1320:}
        -: 1321:
    #####: 1322:int greathallEffectCard(int card, int choice1, int choice2, int choice3, struct gameState *state, int handPos, int currentPlayer, int *bonus){
        -: 1323:      //+1 Card
    #####: 1324:      drawCard(currentPlayer, state);
        -: 1325:			
        -: 1326:      //+1 Actions
    #####: 1327:      state->numActions++;
        -: 1328:			
        -: 1329:      //discard card from hand
    #####: 1330:      discardCard(handPos, currentPlayer, state, 0);
    #####: 1331:      return 0;
        -: 1332:}
        -: 1333:
    #####: 1334:int villageEffectCard(int card, int choice1, int choice2, int choice3, struct gameState *state, int handPos, int currentPlayer, int *bonus){
        -: 1335:      //+1 Card
    #####: 1336:      drawCard(currentPlayer, state);
        -: 1337:			
        -: 1338:      //+2 Actions
    #####: 1339:      state->numActions = state->numActions + 3;
        -: 1340:			
        -: 1341:      //discard played card from hand
    #####: 1342:      discardCard(handPos, currentPlayer, state, 0);
    #####: 1343:      return 0;
        -: 1344:	}
    #####: 1345:int salvagerEffectCard(int card, int choice1, int choice2, int choice3, struct gameState *state, int handPos, int currentPlayer, int *bonus){ 
        -: 1346:	      //+1 buy
    #####: 1347:      state->numBuys++;
        -: 1348:			
    #####: 1349:      if (choice2)
        -: 1350:	{
        -: 1351:	  //gain coins equal to trashed card
    #####: 1352:	  state->coins = state->coins + getCost( handCard(choice1, state) );
        -: 1353:	  //trash card
    #####: 1354:	  discardCard(choice1, currentPlayer, state, 1);	
        -: 1355:	}
        -: 1356:   
        -: 1357:	  //discard card
    #####: 1358:      discardCard(handPos, currentPlayer, state, 0);
    #####: 1359:      return 0;
        -: 1360:}
        -: 1361://end of dominion.c
        -: 1362:
